variant,synthesis,reuse,n_transpile_seeds,transpile_seeds,per_transpile_seed,N_sites,N_sites_std,abstract_2q,abstract_2q_std,abstract_depth,abstract_depth_std,abstract_seconds,abstract_seconds_std,b_max,b_max_std,device_2q,device_2q_std,device_depth,device_depth_std,device_physical_qubits,device_physical_qubits_std,device_qubits_used,device_qubits_used_std,device_seconds,device_seconds_std,high_level_depth,high_level_depth_std,logical_qubits,logical_qubits_std,routing_inflation_2q,routing_inflation_2q_std,routing_overhead_2q,routing_overhead_2q_std
no_reuse_unitary,unitary,False,5,"[0, 1, 2, 3, 4]","[{'variant': 'no_reuse_unitary', 'synthesis': 'unitary', 'reuse': False, 'transpile_seed': 0, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 10, 'high_level_depth': 9, 'abstract_2q': 152, 'abstract_depth': 561, 'abstract_seconds': 0.014928362999853562, 'device_2q': 294, 'device_depth': 1077, 'device_physical_qubits': 156, 'device_qubits_used': 10, 'device_seconds': 0.02796836200013786, 'routing_inflation_2q': 1.934, 'routing_overhead_2q': 142}, {'variant': 'no_reuse_unitary', 'synthesis': 'unitary', 'reuse': False, 'transpile_seed': 1, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 10, 'high_level_depth': 9, 'abstract_2q': 152, 'abstract_depth': 561, 'abstract_seconds': 0.007590692999656312, 'device_2q': 301, 'device_depth': 1077, 'device_physical_qubits': 156, 'device_qubits_used': 10, 'device_seconds': 0.02495240600001125, 'routing_inflation_2q': 1.98, 'routing_overhead_2q': 149}, {'variant': 'no_reuse_unitary', 'synthesis': 'unitary', 'reuse': False, 'transpile_seed': 2, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 10, 'high_level_depth': 9, 'abstract_2q': 152, 'abstract_depth': 561, 'abstract_seconds': 0.0077810809998482, 'device_2q': 301, 'device_depth': 1077, 'device_physical_qubits': 156, 'device_qubits_used': 10, 'device_seconds': 0.02516062399990915, 'routing_inflation_2q': 1.98, 'routing_overhead_2q': 149}, {'variant': 'no_reuse_unitary', 'synthesis': 'unitary', 'reuse': False, 'transpile_seed': 3, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 10, 'high_level_depth': 9, 'abstract_2q': 152, 'abstract_depth': 561, 'abstract_seconds': 0.008377440000003844, 'device_2q': 301, 'device_depth': 1077, 'device_physical_qubits': 156, 'device_qubits_used': 10, 'device_seconds': 0.02393918500001746, 'routing_inflation_2q': 1.98, 'routing_overhead_2q': 149}, {'variant': 'no_reuse_unitary', 'synthesis': 'unitary', 'reuse': False, 'transpile_seed': 4, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 10, 'high_level_depth': 9, 'abstract_2q': 152, 'abstract_depth': 561, 'abstract_seconds': 0.008084920999863243, 'device_2q': 297, 'device_depth': 1080, 'device_physical_qubits': 156, 'device_qubits_used': 10, 'device_seconds': 0.024689670000043407, 'routing_inflation_2q': 1.954, 'routing_overhead_2q': 145}]",8,0.0,152,0.0,561,0.0,0.009352499599845032,0.0031313363081443943,2,0.0,298.8,3.1937438845342623,1077.6,1.3416407864998738,156,0.0,10.0,0.0,0.025342049400023825,0.0015391460647727602,9,0.0,10,0.0,1.9656000000000002,0.02094755355644188,146.8,3.1937438845342623
no_reuse_isometry,isometry,False,5,"[0, 1, 2, 3, 4]","[{'variant': 'no_reuse_isometry', 'synthesis': 'isometry', 'reuse': False, 'transpile_seed': 0, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 10, 'high_level_depth': 9, 'abstract_2q': 118, 'abstract_depth': 411, 'abstract_seconds': 0.05211504100043385, 'device_2q': 212, 'device_depth': 725, 'device_physical_qubits': 156, 'device_qubits_used': 10, 'device_seconds': 0.06476684199969895, 'routing_inflation_2q': 1.797, 'routing_overhead_2q': 94}, {'variant': 'no_reuse_isometry', 'synthesis': 'isometry', 'reuse': False, 'transpile_seed': 1, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 10, 'high_level_depth': 9, 'abstract_2q': 118, 'abstract_depth': 411, 'abstract_seconds': 0.04888083700006973, 'device_2q': 214, 'device_depth': 741, 'device_physical_qubits': 156, 'device_qubits_used': 10, 'device_seconds': 0.06595248500070738, 'routing_inflation_2q': 1.814, 'routing_overhead_2q': 96}, {'variant': 'no_reuse_isometry', 'synthesis': 'isometry', 'reuse': False, 'transpile_seed': 2, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 10, 'high_level_depth': 9, 'abstract_2q': 118, 'abstract_depth': 411, 'abstract_seconds': 0.04729605200009246, 'device_2q': 206, 'device_depth': 735, 'device_physical_qubits': 156, 'device_qubits_used': 11, 'device_seconds': 0.12818975600021076, 'routing_inflation_2q': 1.746, 'routing_overhead_2q': 88}, {'variant': 'no_reuse_isometry', 'synthesis': 'isometry', 'reuse': False, 'transpile_seed': 3, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 10, 'high_level_depth': 9, 'abstract_2q': 118, 'abstract_depth': 411, 'abstract_seconds': 0.04862798900012422, 'device_2q': 204, 'device_depth': 725, 'device_physical_qubits': 156, 'device_qubits_used': 11, 'device_seconds': 0.06171230099971581, 'routing_inflation_2q': 1.729, 'routing_overhead_2q': 86}, {'variant': 'no_reuse_isometry', 'synthesis': 'isometry', 'reuse': False, 'transpile_seed': 4, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 10, 'high_level_depth': 9, 'abstract_2q': 118, 'abstract_depth': 411, 'abstract_seconds': 0.046698414999809756, 'device_2q': 207, 'device_depth': 728, 'device_physical_qubits': 156, 'device_qubits_used': 10, 'device_seconds': 0.06654329299999517, 'routing_inflation_2q': 1.754, 'routing_overhead_2q': 89}]",8,0.0,118,0.0,411,0.0,0.048723666800106,0.0021020825716201196,2,0.0,208.6,4.219004621945797,730.8,7.014271166700073,156,0.0,10.4,0.5477225575051662,0.07743293540006561,0.028435049491715016,9,0.0,10,0.0,1.768,0.03590960874195093,90.6,4.219004621945797
reuse_unitary,unitary,True,5,"[0, 1, 2, 3, 4]","[{'variant': 'reuse_unitary', 'synthesis': 'unitary', 'reuse': True, 'transpile_seed': 0, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 3, 'high_level_depth': 23, 'abstract_2q': 152, 'abstract_depth': 609, 'abstract_seconds': 0.007894331999523274, 'device_2q': 216, 'device_depth': 973, 'device_physical_qubits': 156, 'device_qubits_used': 3, 'device_seconds': 0.01985278299980564, 'routing_inflation_2q': 1.421, 'routing_overhead_2q': 64}, {'variant': 'reuse_unitary', 'synthesis': 'unitary', 'reuse': True, 'transpile_seed': 1, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 3, 'high_level_depth': 23, 'abstract_2q': 152, 'abstract_depth': 609, 'abstract_seconds': 0.0076405049994718865, 'device_2q': 220, 'device_depth': 983, 'device_physical_qubits': 156, 'device_qubits_used': 3, 'device_seconds': 0.019151231000250846, 'routing_inflation_2q': 1.447, 'routing_overhead_2q': 68}, {'variant': 'reuse_unitary', 'synthesis': 'unitary', 'reuse': True, 'transpile_seed': 2, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 3, 'high_level_depth': 23, 'abstract_2q': 152, 'abstract_depth': 609, 'abstract_seconds': 0.007504682999751822, 'device_2q': 216, 'device_depth': 973, 'device_physical_qubits': 156, 'device_qubits_used': 3, 'device_seconds': 0.017985086999942723, 'routing_inflation_2q': 1.421, 'routing_overhead_2q': 64}, {'variant': 'reuse_unitary', 'synthesis': 'unitary', 'reuse': True, 'transpile_seed': 3, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 3, 'high_level_depth': 23, 'abstract_2q': 152, 'abstract_depth': 609, 'abstract_seconds': 0.007241753000016615, 'device_2q': 220, 'device_depth': 980, 'device_physical_qubits': 156, 'device_qubits_used': 3, 'device_seconds': 0.022160456999699818, 'routing_inflation_2q': 1.447, 'routing_overhead_2q': 68}, {'variant': 'reuse_unitary', 'synthesis': 'unitary', 'reuse': True, 'transpile_seed': 4, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 3, 'high_level_depth': 23, 'abstract_2q': 152, 'abstract_depth': 609, 'abstract_seconds': 0.007239670999297232, 'device_2q': 216, 'device_depth': 973, 'device_physical_qubits': 156, 'device_qubits_used': 3, 'device_seconds': 0.020106642999962787, 'routing_inflation_2q': 1.421, 'routing_overhead_2q': 64}]",8,0.0,152,0.0,609,0.0,0.007504188799612166,0.00027822485627979917,2,0.0,217.6,2.1908902300206643,976.4,4.774934554525329,156,0.0,3.0,0.0,0.01985124019993236,0.0015305436815306356,23,0.0,3,0.0,1.4314000000000002,0.014240786495134331,65.6,2.1908902300206643
reuse_isometry,isometry,True,5,"[0, 1, 2, 3, 4]","[{'variant': 'reuse_isometry', 'synthesis': 'isometry', 'reuse': True, 'transpile_seed': 0, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 3, 'high_level_depth': 23, 'abstract_2q': 118, 'abstract_depth': 413, 'abstract_seconds': 0.04827212500003952, 'device_2q': 201, 'device_depth': 780, 'device_physical_qubits': 156, 'device_qubits_used': 3, 'device_seconds': 0.06717207300062, 'routing_inflation_2q': 1.703, 'routing_overhead_2q': 83}, {'variant': 'reuse_isometry', 'synthesis': 'isometry', 'reuse': True, 'transpile_seed': 1, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 3, 'high_level_depth': 23, 'abstract_2q': 118, 'abstract_depth': 413, 'abstract_seconds': 0.04769830900022498, 'device_2q': 201, 'device_depth': 779, 'device_physical_qubits': 156, 'device_qubits_used': 3, 'device_seconds': 0.06512303700037592, 'routing_inflation_2q': 1.703, 'routing_overhead_2q': 83}, {'variant': 'reuse_isometry', 'synthesis': 'isometry', 'reuse': True, 'transpile_seed': 2, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 3, 'high_level_depth': 23, 'abstract_2q': 118, 'abstract_depth': 413, 'abstract_seconds': 0.04876418100047886, 'device_2q': 201, 'device_depth': 780, 'device_physical_qubits': 156, 'device_qubits_used': 3, 'device_seconds': 0.06705239199982316, 'routing_inflation_2q': 1.703, 'routing_overhead_2q': 83}, {'variant': 'reuse_isometry', 'synthesis': 'isometry', 'reuse': True, 'transpile_seed': 3, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 3, 'high_level_depth': 23, 'abstract_2q': 118, 'abstract_depth': 413, 'abstract_seconds': 0.04875994700068986, 'device_2q': 201, 'device_depth': 780, 'device_physical_qubits': 156, 'device_qubits_used': 3, 'device_seconds': 0.06476021700018464, 'routing_inflation_2q': 1.703, 'routing_overhead_2q': 83}, {'variant': 'reuse_isometry', 'synthesis': 'isometry', 'reuse': True, 'transpile_seed': 4, 'N_sites': 8, 'b_max': 2, 'logical_qubits': 3, 'high_level_depth': 23, 'abstract_2q': 118, 'abstract_depth': 413, 'abstract_seconds': 0.048217500000646396, 'device_2q': 201, 'device_depth': 780, 'device_physical_qubits': 156, 'device_qubits_used': 3, 'device_seconds': 0.06943786700048804, 'routing_inflation_2q': 1.703, 'routing_overhead_2q': 83}]",8,0.0,118,0.0,413,0.0,0.048342412400415924,0.00044374443963568516,2,0.0,201.0,0.0,779.8,0.44721359549995804,156,0.0,3.0,0.0,0.06670911720029835,0.0018769725306770465,23,0.0,3,0.0,1.703,0.0,83.0,0.0
