variant,synthesis,reuse,build_error,build_seconds,N_sites,b_max,num_qubits,num_clbits,high_level_depth,high_level_size,high_level_ops,statevector_leakage,statevector_max_abs_err,statevector_l1_err,statevector_tvd,statevector_exact_match,statevector_seconds,transpiled_depth,transpiled_size,two_qubit_gates,gate_breakdown,transpile_seconds,shots,num_observed_bitstrings,sample_tvd_vs_mps,sample_max_abs_err_vs_mps,sample_mc_noise_scale,top_counts,sampling_seconds,status
no_reuse_unitary,unitary,False,,0.0017432269996788818,8,3,11,0,8,8,"{""unitary"": 8}",0.0,5.551115123125783e-17,7.752897626003254e-16,3.876448813001627e-16,True,0.007369323999228072,2608,4192,758,"{""rz"": 2096, ""sx"": 1335, ""cx"": 758, ""x"": 3}",0.296462455999972,4000,143,0.05585122710146683,0.004071100404479409,0.12649110640673517,"[{""bitstring_site_order"": ""00111100"", ""count"": 302, ""frequency"": 0.0755}, {""bitstring_site_order"": ""11111000"", ""count"": 259, ""frequency"": 0.06475}, {""bitstring_site_order"": ""11110011"", ""count"": 173, ""frequency"": 0.04325}, {""bitstring_site_order"": ""10000111"", ""count"": 160, ""frequency"": 0.04}, {""bitstring_site_order"": ""00111000"", ""count"": 152, ""frequency"": 0.038}]",0.05053885100005573,ok
no_reuse_isometry,isometry,False,,0.0007258779996845988,8,3,11,0,8,8,"{""isometry"": 8}",1.7496875929988273e-31,1.61259894326804e-14,1.6825340182345681e-13,8.412670091172841e-14,True,0.1387404119996063,1668,1959,405,"{""rz"": 924, ""sx"": 572, ""cx"": 405, ""x"": 58}",0.11931400999947073,4000,145,0.06265277562403859,0.004724437385390606,0.12649110640673517,"[{""bitstring_site_order"": ""00111100"", ""count"": 301, ""frequency"": 0.07525}, {""bitstring_site_order"": ""11111000"", ""count"": 259, ""frequency"": 0.06475}, {""bitstring_site_order"": ""11110011"", ""count"": 196, ""frequency"": 0.049}, {""bitstring_site_order"": ""01111000"", ""count"": 162, ""frequency"": 0.0405}, {""bitstring_site_order"": ""00000111"", ""count"": 151, ""frequency"": 0.03775}]",0.14805059299942513,ok
reuse_unitary,unitary,True,,0.0015159169997787103,8,3,4,8,23,23,"{""unitary"": 8, ""measure"": 8, ""reset"": 7}",,,,,,,2655,4207,758,"{""rz"": 2096, ""sx"": 1335, ""cx"": 758, ""measure"": 8, ""reset"": 7, ""x"": 3}",0.03570269299962092,4000,144,0.04970022738508777,0.0038570774258628237,0.12649110640673517,"[{""bitstring_site_order"": ""00111100"", ""count"": 315, ""frequency"": 0.07875}, {""bitstring_site_order"": ""11111000"", ""count"": 264, ""frequency"": 0.066}, {""bitstring_site_order"": ""11110011"", ""count"": 192, ""frequency"": 0.048}, {""bitstring_site_order"": ""01111000"", ""count"": 158, ""frequency"": 0.0395}, {""bitstring_site_order"": ""00001110"", ""count"": 156, ""frequency"": 0.039}]",0.056837840000298456,ok
reuse_isometry,isometry,True,,0.0007164980006564292,8,3,4,8,23,23,"{""isometry"": 8, ""measure"": 8, ""reset"": 7}",,,,,,,1672,1974,405,"{""rz"": 924, ""sx"": 572, ""cx"": 405, ""x"": 58, ""measure"": 8, ""reset"": 7}",0.11471135299962043,4000,150,0.06165092024289044,0.004502010918164108,0.12649110640673517,"[{""bitstring_site_order"": ""00111100"", ""count"": 315, ""frequency"": 0.07875}, {""bitstring_site_order"": ""11111000"", ""count"": 262, ""frequency"": 0.0655}, {""bitstring_site_order"": ""11110011"", ""count"": 190, ""frequency"": 0.0475}, {""bitstring_site_order"": ""00000111"", ""count"": 162, ""frequency"": 0.0405}, {""bitstring_site_order"": ""01111000"", ""count"": 154, ""frequency"": 0.0385}]",0.1676403980000032,ok
