variant,synthesis,reuse,N_sites,b_max,logical_qubits,high_level_depth,abstract_2q,abstract_depth,abstract_seconds,device_2q,device_depth,device_physical_qubits,device_qubits_used,device_seconds,routing_inflation_2q,routing_overhead_2q
no_reuse_unitary,unitary,False,8,3,11,9,758,2609,0.043083297999999104,1771,5947,133,11,0.10929044900001372,2.336,1013
no_reuse_isometry,isometry,False,8,3,11,9,405,1669,0.11384572099996149,792,2678,133,11,0.14785592299995187,1.956,387
reuse_unitary,unitary,True,8,3,4,23,758,2655,0.03135608399998091,1456,5387,133,4,0.08973733999999922,1.921,698
reuse_isometry,isometry,True,8,3,4,23,405,1672,0.10981091300004664,601,2340,133,4,0.1964631209999652,1.484,196
