variant,synthesis,reuse,N_sites,b_max,logical_qubits,high_level_depth,abstract_2q,abstract_depth,abstract_seconds,device_2q,device_depth,device_physical_qubits,device_qubits_used,device_seconds,routing_inflation_2q,routing_overhead_2q
no_reuse_unitary,unitary,False,10,2,12,11,190,697,0.015546731999961594,376,1339,133,12,0.03238035399999717,1.979,186
no_reuse_isometry,isometry,False,10,2,12,11,164,556,0.06779001999996126,293,1016,133,12,0.08634476700001414,1.787,129
reuse_unitary,unitary,True,10,2,3,29,190,758,0.00864076400000613,270,1208,133,3,0.021390139999994062,1.421,80
reuse_isometry,isometry,True,10,2,3,29,164,559,0.06211685000005218,283,1104,133,3,0.08320256000001791,1.726,119
