variant,synthesis,reuse,build_error,build_seconds,N_sites,b_max,num_qubits,num_clbits,high_level_depth,high_level_size,high_level_ops,statevector_leakage,statevector_max_abs_err,statevector_l1_err,statevector_tvd,statevector_exact_match,statevector_seconds,transpiled_depth,transpiled_size,two_qubit_gates,gate_breakdown,transpile_seconds,shots,num_observed_bitstrings,sample_tvd_vs_mps,sample_max_abs_err_vs_mps,sample_mc_noise_scale,top_counts,sampling_seconds,status
no_reuse_unitary,unitary,False,,0.002071661999934804,8,2,10,0,8,8,"{""unitary"": 8}",0.0,5.551115123125783e-16,1.1259513980119564e-15,5.629756990059782e-16,True,0.003016866999814738,560,948,152,"{""rz"": 476, ""sx"": 319, ""cx"": 152, ""x"": 1}",0.26279734199988525,4000,43,0.015169323425832727,0.0037228326534525756,0.12649110640673517,"[{""bitstring_site_order"": ""00001000"", ""count"": 1363, ""frequency"": 0.34075}, {""bitstring_site_order"": ""00000001"", ""count"": 881, ""frequency"": 0.22025}, {""bitstring_site_order"": ""00000000"", ""count"": 771, ""frequency"": 0.19275}, {""bitstring_site_order"": ""00001001"", ""count"": 395, ""frequency"": 0.09875}, {""bitstring_site_order"": ""00000100"", ""count"": 113, ""frequency"": 0.02825}]",0.04542436099995939,ok
no_reuse_isometry,isometry,False,,0.0006618120000894123,8,2,10,0,8,8,"{""isometry"": 8}",1.0011901698207749e-31,1.887379141862766e-14,4.649236010828508e-14,2.324618005414254e-14,True,0.05639300699999694,410,565,118,"{""rz"": 258, ""sx"": 167, ""cx"": 118, ""x"": 22}",0.04863103399998181,4000,37,0.01727915680438216,0.006877699598995007,0.12649110640673517,"[{""bitstring_site_order"": ""00001000"", ""count"": 1343, ""frequency"": 0.33575}, {""bitstring_site_order"": ""00000001"", ""count"": 899, ""frequency"": 0.22475}, {""bitstring_site_order"": ""00000000"", ""count"": 781, ""frequency"": 0.19525}, {""bitstring_site_order"": ""00001001"", ""count"": 393, ""frequency"": 0.09825}, {""bitstring_site_order"": ""00000100"", ""count"": 127, ""frequency"": 0.03175}]",0.08693822200007162,ok
reuse_unitary,unitary,True,,0.0014662330002011004,8,2,3,8,23,23,"{""unitary"": 8, ""measure"": 8, ""reset"": 7}",,,,,,,609,963,152,"{""rz"": 476, ""sx"": 319, ""cx"": 152, ""measure"": 8, ""reset"": 7, ""x"": 1}",0.008490774999927453,4000,39,0.017782992243084626,0.0049147135283927335,0.12649110640673517,"[{""bitstring_site_order"": ""00001000"", ""count"": 1389, ""frequency"": 0.34725}, {""bitstring_site_order"": ""00000001"", ""count"": 858, ""frequency"": 0.2145}, {""bitstring_site_order"": ""00000000"", ""count"": 766, ""frequency"": 0.1915}, {""bitstring_site_order"": ""00001001"", ""count"": 386, ""frequency"": 0.0965}, {""bitstring_site_order"": ""00000100"", ""count"": 126, ""frequency"": 0.0315}]",0.05623968200006857,ok
reuse_isometry,isometry,True,,0.000650683999992907,8,2,3,8,23,23,"{""isometry"": 8, ""measure"": 8, ""reset"": 7}",,,,,,,413,580,118,"{""rz"": 258, ""sx"": 167, ""cx"": 118, ""x"": 22, ""measure"": 8, ""reset"": 7}",0.048629375000018626,4000,32,0.016566599475875618,0.0038776995989950047,0.12649110640673517,"[{""bitstring_site_order"": ""00001000"", ""count"": 1356, ""frequency"": 0.339}, {""bitstring_site_order"": ""00000001"", ""count"": 887, ""frequency"": 0.22175}, {""bitstring_site_order"": ""00000000"", ""count"": 786, ""frequency"": 0.1965}, {""bitstring_site_order"": ""00001001"", ""count"": 386, ""frequency"": 0.0965}, {""bitstring_site_order"": ""00000100"", ""count"": 129, ""frequency"": 0.03225}]",0.09225140200010173,ok
