variant,synthesis,reuse,N_sites,b_max,logical_qubits,high_level_depth,abstract_2q,abstract_depth,abstract_seconds,device_2q,device_depth,device_physical_qubits,device_qubits_used,device_seconds,routing_inflation_2q,routing_overhead_2q
no_reuse_unitary,unitary,False,4,2,6,5,76,279,0.013961029999791208,142,527,133,6,0.025886305999847536,1.868,66
no_reuse_isometry,isometry,False,4,2,6,5,27,104,0.017115327999817964,37,147,133,6,0.024941185999978188,1.37,10
reuse_unitary,unitary,True,4,2,3,11,76,298,0.0059573690000434,112,480,133,3,0.0193983279996246,1.474,36
reuse_isometry,isometry,True,4,2,3,11,27,107,0.015263393999703112,38,154,133,3,0.025505141999929037,1.407,11
