variant,synthesis,reuse,N_sites,b_max,logical_qubits,high_level_depth,abstract_2q,abstract_depth,abstract_seconds,device_2q,device_depth,device_physical_qubits,device_qubits_used,device_seconds,routing_inflation_2q,routing_overhead_2q
no_reuse_unitary,unitary,False,8,2,10,9,152,560,0.01625564399999746,294,1075,133,10,0.028990425000003484,1.934,142
no_reuse_isometry,isometry,False,8,2,10,9,118,417,0.04916854799999726,207,738,133,10,0.06352692000000104,1.754,89
reuse_unitary,unitary,True,8,2,3,23,152,605,0.007695448000006877,216,965,133,3,0.019670610000005695,1.421,64
reuse_isometry,isometry,True,8,2,3,23,118,420,0.04810439899999608,201,797,133,3,0.0673842969999896,1.703,83
