variant,synthesis,reuse,build_error,build_seconds,N_sites,b_max,num_qubits,num_clbits,high_level_depth,high_level_size,high_level_ops,statevector_leakage,statevector_max_abs_err,statevector_l1_err,statevector_tvd,statevector_exact_match,statevector_seconds,transpiled_depth,transpiled_size,two_qubit_gates,gate_breakdown,transpile_seconds,shots,num_observed_bitstrings,sample_tvd_vs_mps,sample_max_abs_err_vs_mps,sample_mc_noise_scale,top_counts,sampling_seconds,status
no_reuse_unitary,unitary,False,,0.00244313700022758,12,2,14,0,12,12,"{""unitary"": 12}",0.0,3.608224830031759e-16,1.9423457191098837e-15,9.711728595549419e-16,True,0.15419357900009345,840,1424,228,"{""rz"": 716, ""sx"": 479, ""cx"": 228, ""x"": 1}",0.27877374299987423,4000,145,0.0425536423598273,0.006781238472551465,0.5059644256269407,"[{""bitstring_site_order"": ""001001100000"", ""count"": 673, ""frequency"": 0.16825}, {""bitstring_site_order"": ""000001100000"", ""count"": 575, ""frequency"": 0.14375}, {""bitstring_site_order"": ""001000000010"", ""count"": 519, ""frequency"": 0.12975}, {""bitstring_site_order"": ""001000000000"", ""count"": 307, ""frequency"": 0.07675}, {""bitstring_site_order"": ""000000000010"", ""count"": 242, ""frequency"": 0.0605}]",0.0556762019996313,ok
no_reuse_isometry,isometry,False,,0.0008649510000395821,12,2,14,0,12,12,"{""isometry"": 12}",8.144485106498867e-32,6.467049118441537e-15,4.5859556592903354e-14,2.2929778296451677e-14,True,0.3599475799992433,707,983,210,"{""rz"": 450, ""sx"": 277, ""cx"": 210, ""x"": 46}",0.08474175900028058,4000,157,0.05200270400892217,0.010872984808773273,0.5059644256269407,"[{""bitstring_site_order"": ""001001100000"", ""count"": 609, ""frequency"": 0.15225}, {""bitstring_site_order"": ""000001100000"", ""count"": 606, ""frequency"": 0.1515}, {""bitstring_site_order"": ""001000000010"", ""count"": 528, ""frequency"": 0.132}, {""bitstring_site_order"": ""001000000000"", ""count"": 304, ""frequency"": 0.076}, {""bitstring_site_order"": ""000000000010"", ""count"": 247, ""frequency"": 0.06175}]",0.1397062089999963,ok
reuse_unitary,unitary,True,,0.0021189550006965874,12,2,3,12,35,35,"{""unitary"": 12, ""measure"": 12, ""reset"": 11}",,,,,,,917,1447,228,"{""rz"": 716, ""sx"": 479, ""cx"": 228, ""measure"": 12, ""reset"": 11, ""x"": 1}",0.01092049099952419,4000,141,0.04551724763999296,0.005003994104053375,0.5059644256269407,"[{""bitstring_site_order"": ""001001100000"", ""count"": 654, ""frequency"": 0.1635}, {""bitstring_site_order"": ""000001100000"", ""count"": 560, ""frequency"": 0.14}, {""bitstring_site_order"": ""001000000010"", ""count"": 509, ""frequency"": 0.12725}, {""bitstring_site_order"": ""001000000000"", ""count"": 294, ""frequency"": 0.0735}, {""bitstring_site_order"": ""000000000010"", ""count"": 255, ""frequency"": 0.06375}]",0.0683849659999396,ok
reuse_isometry,isometry,True,,0.0010340829994675005,12,2,3,12,35,35,"{""isometry"": 12, ""measure"": 12, ""reset"": 11}",,,,,,,711,1006,210,"{""rz"": 450, ""sx"": 277, ""cx"": 210, ""x"": 46, ""measure"": 12, ""reset"": 11}",0.08276325099996029,4000,151,0.05299901887647424,0.013781238472551444,0.5059644256269407,"[{""bitstring_site_order"": ""001001100000"", ""count"": 701, ""frequency"": 0.17525}, {""bitstring_site_order"": ""000001100000"", ""count"": 576, ""frequency"": 0.144}, {""bitstring_site_order"": ""001000000010"", ""count"": 495, ""frequency"": 0.12375}, {""bitstring_site_order"": ""001000000000"", ""count"": 326, ""frequency"": 0.0815}, {""bitstring_site_order"": ""000001100010"", ""count"": 242, ""frequency"": 0.0605}]",0.14341862500077696,ok
