variant,synthesis,reuse,N_sites,b_max,logical_qubits,high_level_depth,abstract_2q,abstract_depth,abstract_seconds,device_2q,device_depth,device_physical_qubits,device_qubits_used,device_seconds,routing_inflation_2q,routing_overhead_2q
no_reuse_unitary,unitary,False,8,3,11,9,758,2609,0.040556256999479956,1753,5912,133,11,0.11398905099940748,2.313,995
no_reuse_isometry,isometry,False,8,3,11,9,405,1669,0.11525331499979075,792,2670,133,11,0.1469125069997972,1.956,387
reuse_unitary,unitary,True,8,3,4,23,758,2655,0.03189315199961129,1460,5395,133,4,0.10334717399928195,1.926,702
reuse_isometry,isometry,True,8,3,4,23,405,1672,0.11018347899971559,599,2335,133,4,0.19743804300014745,1.479,194
