variant,synthesis,reuse,N_sites,b_max,logical_qubits,high_level_depth,abstract_2q,abstract_depth,abstract_seconds,device_2q,device_depth,device_physical_qubits,device_qubits_used,device_seconds,routing_inflation_2q,routing_overhead_2q
no_reuse_unitary,unitary,False,12,2,14,13,228,838,0.01827608599998598,450,1589,133,14,0.04061052500000528,1.974,222
no_reuse_isometry,isometry,False,12,2,14,13,205,702,0.07988597900001082,365,1331,133,14,0.11102495099999032,1.78,160
reuse_unitary,unitary,True,12,2,3,35,228,912,0.00988663799998335,328,1464,133,3,0.025334452999999257,1.439,100
reuse_isometry,isometry,True,12,2,3,35,205,704,0.08150354099998935,360,1422,133,3,0.10434217799999601,1.756,155
