variant,synthesis,reuse,N_sites,b_max,logical_qubits,high_level_depth,abstract_2q,abstract_depth,abstract_seconds,device_2q,device_depth,device_physical_qubits,device_qubits_used,device_seconds,routing_inflation_2q,routing_overhead_2q
no_reuse_unitary,unitary,False,6,2,8,7,114,421,0.014562431000001652,220,797,133,8,0.028434314000001848,1.93,106
no_reuse_isometry,isometry,False,6,2,8,7,72,277,0.03253801999999695,127,456,133,8,0.044638328999994314,1.764,55
reuse_unitary,unitary,True,6,2,3,17,114,455,0.0061778889999999365,166,736,133,3,0.017342001999999468,1.456,52
reuse_isometry,isometry,True,6,2,3,17,72,280,0.030753469000003975,121,480,133,3,0.045612816000002,1.681,49
